ActualDateDisplay,Sector,DemandScore,ExportScore,FutureDemandScore,FutureExportScore
1/1/2009,Business and financial services,-2,1,-2,4
1/1/2009,Production,1,0,1,2
1/1/2009,Production,0,2,-1,1
1/1/2009,Production,-2,-3,-3,-2
1/1/2009,Business and financial services,-1,1,0,1
1/1/2009,Production,3,-4,1,5
1/1/2009,Business and financial services,-2,2,-1,-3
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",-3,1,0,1
1/1/2009,Business and financial services,1,-2,-2,1
1/1/2009,Production,-3,2,0,0
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",3,-1,1,0
1/1/2009,Production,0,0,2,2
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",-3,1,-2,-2
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",3,2,-2,2
1/1/2009,Production,3,-1,0,3
1/1/2009,Production,-3,-3,0,0
1/1/2009,Production,3,-2,0,3
1/1/2009,Production,0,-2,0,-1
1/1/2009,Business and financial services,-5,0,0,1
1/1/2009,"Transport, storage and communications",-3,-3,-1,3
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",1,0,0,1
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",-2,1,-2,0
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",-4,0,0,-2
1/1/2009,Production,-5,-5,-5,-5
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",-3,-4,-3,1
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",-2,1,-3,2
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",-4,-5,-2,1
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",4,1,3,2
1/1/2009,"Transport, storage and communications",4,2,1,1
1/1/2009,Production,-5,3,3,3
1/1/2009,Production,3,3,2,2
1/1/2009,Production,2,-5,-2,4
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",-3,2,-5,-2
1/1/2009,"Transport, storage and communications",2,3,3,3
1/1/2009,"Transport, storage and communications",-4,-1,-1,0
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",-2,2,2,3
1/1/2009,Production,0,0,0,1
1/1/2009,Business and financial services,0,1,-2,1
1/1/2009,Production,2,3,-2,-2
1/1/2009,Production,-1,2,-1,0
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",1,3,2,3
1/1/2009,Production,1,4,1,0
1/1/2009,Production,3,-3,3,3
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",-4,2,0,4
1/1/2009,Business and financial services,1,-4,-1,-2
1/1/2009,Production,-4,-4,1,1
1/1/2009,"Transport, storage and communications",3,3,3,3
1/1/2009,Production,4,-1,-3,0
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",3,-1,2,2
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",-4,3,-2,1
1/1/2009,Production,0,4,0,3
1/1/2009,Business and financial services,1,3,1,-3
1/1/2009,Production,-3,-4,-2,0
1/1/2009,Business and financial services,2,0,3,2
1/1/2009,Production,2,2,-2,-2
1/1/2009,Production,-2,-2,0,0
1/1/2009,Production,-3,-3,-2,-1
1/1/2009,Business and financial services,-3,0,0,1
1/1/2009,Production,5,2,0,4
1/1/2009,Business and financial services,-2,1,-2,2
1/1/2009,Production,3,1,1,3
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",-5,1,-3,2
1/1/2009,"Transport, storage and communications",3,3,2,1
1/1/2009,Production,0,1,1,2
1/1/2009,Business and financial services,2,-2,3,1
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",-3,-5,-4,0
1/1/2009,Business and financial services,-5,2,-4,0
1/1/2009,Business and financial services,4,-4,0,1
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",1,0,1,0
1/1/2009,Business and financial services,4,4,4,4
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",3,-3,3,3
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",-3,-2,-2,-5
1/1/2009,Production,0,-5,-1,0
1/1/2009,Production,1,2,0,2
1/1/2009,Production,4,4,0,0
1/1/2009,Business and financial services,-2,-4,0,-1
1/1/2009,Business and financial services,-4,0,1,-1
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",1,2,-4,0
1/1/2009,Production,2,0,1,0
1/1/2009,Production,-4,-4,-3,-3
1/1/2009,Production,0,0,-5,0
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",-3,1,-1,3
1/1/2009,Production,2,5,3,2
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",-3,3,-3,1
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",-2,3,-1,0
1/1/2009,"Transport, storage and communications",1,-1,-1,0
1/1/2009,"Transport, storage and communications",-3,3,-4,-2
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",1,1,0,1
1/1/2009,Production,0,2,-4,0
1/1/2009,Production,-4,-4,-2,-2
1/1/2009,Business and financial services,-1,-5,-1,2
1/1/2009,Production,-4,3,1,2
1/1/2009,Business and financial services,1,1,1,2
1/1/2009,Production,0,4,-5,0
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",-2,-2,-1,4
1/1/2009,"Transport, storage and communications",-2,0,-4,2
1/1/2009,Production,3,2,1,2
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",0,2,-1,1
1/1/2009,Business and financial services,-4,3,-3,4
1/1/2009,Production,-5,3,-2,3
1/1/2009,Production,-5,-2,1,1
1/1/2009,Business and financial services,3,3,3,3
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",-3,2,0,2
1/1/2009,Production,3,3,4,5
1/1/2009,Business and financial services,1,0,0,1
1/1/2009,Production,-1,-1,-4,-4
1/1/2009,Business and financial services,1,-2,0,0
1/1/2009,Production,-4,-4,-5,-5
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",4,-2,2,-2
1/1/2009,Production,3,3,3,4
1/1/2009,Production,3,3,2,2
1/1/2009,Business and financial services,3,3,2,2
1/1/2009,Production,-2,2,-3,3
1/1/2009,"Transport, storage and communications",-3,0,-2,2
1/1/2009,Production,-2,-3,1,2
1/1/2009,Business and financial services,-3,2,0,0
1/1/2009,Production,4,-1,1,1
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",-2,-5,-2,2
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",0,-2,-4,-2
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",-1,-1,-1,0
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",1,-4,1,2
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",0,0,-3,2
1/1/2009,Production,-1,0,-3,-3
1/1/2009,Production,5,5,2,2
1/1/2009,Production,3,1,3,1
1/1/2009,"Transport, storage and communications",1,1,1,1
1/1/2009,Business and financial services,-5,1,-2,3
1/1/2009,Business and financial services,-2,1,0,1
1/1/2009,Production,4,4,2,-2
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",-3,0,-2,3
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",3,-1,-1,2
1/1/2009,Production,1,-2,-1,3
1/1/2009,Business and financial services,0,4,0,2
1/1/2009,Production,-2,2,-1,-1
1/1/2009,Production,1,3,2,4
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",3,-4,3,-4
1/1/2009,Production,2,2,1,1
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",-2,-4,0,2
1/1/2009,"Transport, storage and communications",-4,-3,-2,-4
1/1/2009,Business and financial services,3,0,2,2
1/1/2009,Business and financial services,4,4,3,3
1/1/2009,Production,3,2,0,1
1/1/2009,Production,1,2,0,-1
1/1/2009,Business and financial services,2,-2,1,3
1/1/2009,Business and financial services,3,-3,2,0
1/1/2009,"Transport, storage and communications",2,3,-3,2
1/1/2009,"Transport, storage and communications",-4,0,0,0
1/1/2009,Production,3,3,3,4
1/1/2009,Production,2,2,-2,-2
1/1/2009,Production,3,3,0,0
1/1/2009,Production,3,2,1,3
1/1/2009,Production,-1,3,0,2
1/1/2009,Production,-3,-2,-2,-1
1/1/2009,Production,2,3,-1,0
1/1/2009,Production,0,0,-1,2
1/1/2009,Production,1,2,1,2
1/1/2009,"Transport, storage and communications",2,-1,2,4
1/1/2009,Business and financial services,3,2,4,-3
1/1/2009,Production,0,2,0,2
1/1/2009,"Transport, storage and communications",-3,3,1,2
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",3,2,0,1
1/1/2009,Business and financial services,0,-2,-1,2
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",3,-2,2,5
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",3,4,4,-2
1/1/2009,Business and financial services,2,3,2,3
1/1/2009,Business and financial services,-5,3,-2,-2
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",2,-1,-3,1
1/1/2009,Production,-5,-2,-4,1
1/1/2009,Business and financial services,2,0,-4,-3
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",-2,-5,-2,1
1/1/2009,Business and financial services,-3,-3,0,0
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",3,3,-1,1
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",1,3,-4,4
1/1/2009,Production,-3,3,-4,-2
1/1/2009,Production,4,0,4,0
1/1/2009,Business and financial services,2,-3,2,-2
1/1/2009,Production,3,-2,3,-1
1/1/2009,Production,3,4,2,3
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",3,1,2,1
1/1/2009,"Transport, storage and communications",0,2,-1,1
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",-1,0,-2,1
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",-4,0,-2,0
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",4,-2,0,2
1/1/2009,Production,-4,4,-4,2
1/1/2009,"Transport, storage and communications",3,3,-2,-2
1/1/2009,Business and financial services,-1,0,-2,2
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",-3,-4,1,2
1/1/2009,Production,-3,-3,-4,-4
1/1/2009,Production,0,1,0,1
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",1,3,-3,-3
1/1/2009,Production,0,2,-2,-1
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",-2,-2,-2,3
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",-4,1,-2,-3
1/1/2009,Business and financial services,1,-5,2,0
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",-2,1,-3,-2
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",-2,0,-2,-3
1/1/2009,Production,1,0,1,0
1/1/2009,Business and financial services,-3,5,-1,1
1/1/2009,Business and financial services,-2,0,2,2
1/1/2009,Production,-1,3,0,3
1/1/2009,Production,1,1,2,2
1/1/2009,Business and financial services,-4,-5,-5,1
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",1,-5,-4,-1
1/1/2009,Production,-4,2,2,2
1/1/2009,Production,-2,0,-3,1
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",2,1,0,0
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",-1,0,0,0
1/1/2009,Production,1,2,0,1
1/1/2009,Business and financial services,1,0,1,0
1/1/2009,Production,3,-2,0,2
1/1/2009,Production,2,-4,1,1
1/1/2009,Production,3,3,-3,1
1/1/2009,"Transport, storage and communications",-2,1,-3,0
1/1/2009,Business and financial services,3,2,1,2
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",-4,4,-3,2
1/1/2009,"Transport, storage and communications",0,-4,1,2
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",-3,2,0,0
1/1/2009,Production,4,3,0,-1
1/1/2009,Business and financial services,0,4,-4,3
1/1/2009,Production,1,-2,-1,-1
1/1/2009,"Transport, storage and communications",-2,-4,-3,2
1/1/2009,Business and financial services,3,-5,-2,1
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",3,0,3,0
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",3,4,1,0
1/1/2009,Business and financial services,4,0,2,0
1/1/2009,"Transport, storage and communications",-2,3,-2,0
1/1/2009,"Transport, storage and communications",-2,-2,-2,-2
1/1/2009,Production,-2,-3,2,3
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",2,3,-2,0
1/1/2009,Production,-3,0,-1,2
1/1/2009,Business and financial services,1,2,-1,2
1/1/2009,Production,-3,-2,0,2
1/1/2009,Production,-3,4,-3,1
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",-5,2,-4,3
1/1/2009,Production,0,0,-2,1
1/1/2009,Production,-5,-5,-3,-3
1/1/2009,Business and financial services,-2,3,-3,4
1/1/2009,Production,0,-5,0,2
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",-1,4,-2,3
1/1/2009,Production,-5,-5,-5,-5
1/1/2009,Production,0,2,0,-1
1/1/2009,Production,2,2,-2,-3
1/1/2009,Business and financial services,0,2,-2,-1
1/1/2009,Business and financial services,3,0,-3,0
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",-1,2,-2,-2
1/1/2009,Production,0,1,-1,2
1/1/2009,Business and financial services,4,1,1,0
1/1/2009,Production,-4,0,-3,0
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",-3,3,-2,3
1/1/2009,Production,-2,3,-2,0
1/1/2009,Production,0,1,3,1
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",-2,0,0,3
1/1/2009,Production,3,0,0,2
1/1/2009,Production,-4,-4,-2,-2
1/1/2009,Business and financial services,-3,-2,-2,-1
1/1/2009,Production,3,3,2,2
1/1/2009,Business and financial services,0,0,0,0
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",-3,-4,-2,-2
1/1/2009,Production,-5,-5,-5,-5
1/1/2009,Business and financial services,-1,2,1,3
1/1/2009,Business and financial services,-3,-2,-2,1
1/1/2009,Business and financial services,3,4,2,0
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",-2,3,1,-1
1/1/2009,Business and financial services,-4,-3,2,0
1/1/2009,Production,2,2,0,3
1/1/2009,Business and financial services,2,3,1,4
1/1/2009,Production,4,4,-3,-3
1/1/2009,Business and financial services,-2,2,1,0
1/1/2009,Business and financial services,3,3,-2,-2
1/1/2009,Production,-2,2,2,2
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",1,-5,0,1
1/1/2009,Production,4,4,1,1
1/1/2009,Production,3,3,2,2
1/1/2009,Production,-3,5,-3,2
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",2,-5,-1,1
1/1/2009,Business and financial services,0,1,-2,-2
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",-3,4,-2,2
1/1/2009,Production,1,1,0,-2
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",-2,-5,0,2
1/1/2009,Business and financial services,3,2,1,3
1/1/2009,Business and financial services,0,1,-2,2
1/1/2009,Business and financial services,2,1,1,2
1/1/2009,"Transport, storage and communications",-3,1,-3,5
1/1/2009,Production,2,2,5,5
1/1/2009,"Transport, storage and communications",-2,2,1,2
1/1/2009,Business and financial services,-1,-1,1,1
1/1/2009,Production,2,2,-2,3
1/1/2009,Business and financial services,-2,-3,-3,-3
1/1/2009,"Transport, storage and communications",2,4,0,-2
1/1/2009,Business and financial services,5,1,3,2
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",2,0,2,4
1/1/2009,Production,-3,-3,-5,-5
1/1/2009,Production,-3,-3,0,1
1/1/2009,Production,-1,-3,-2,0
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",-3,3,-4,2
1/1/2009,Production,3,4,3,2
1/1/2009,Business and financial services,-5,0,-1,-2
1/1/2009,Production,4,4,0,0
1/1/2009,Production,-4,-2,-3,1
1/1/2009,Production,3,3,-3,-1
1/1/2009,Production,5,-4,-2,-3
1/1/2009,Production,1,-4,-5,1
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",-2,-2,-3,0
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",-3,2,-1,0
1/1/2009,Business and financial services,1,2,-1,-2
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",2,-3,1,-1
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",-1,1,-5,0
1/1/2009,"Transport, storage and communications",4,0,1,2
1/1/2009,"Transport, storage and communications",2,4,2,2
1/1/2009,Production,-2,-2,0,0
1/1/2009,Production,-3,0,-3,0
1/1/2009,Production,2,4,2,3
1/1/2009,Business and financial services,0,2,0,-1
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",-1,1,1,-3
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",3,4,2,3
1/1/2009,Business and financial services,2,-4,1,0
1/1/2009,Business and financial services,-3,-1,-1,0
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",3,-2,3,1
1/1/2009,Business and financial services,3,-3,2,1
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",-2,0,-2,0
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",-2,3,1,0
1/1/2009,Production,1,2,-3,2
1/1/2009,Production,-3,-3,2,2
1/1/2009,Production,4,3,-4,-3
1/1/2009,Production,4,4,-1,2
1/1/2009,Production,-3,-5,2,0
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",3,3,-2,1
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",-4,0,-3,1
1/1/2009,Production,-2,-2,-1,-1
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",-2,0,-1,0
1/1/2009,Production,-1,1,1,1
1/1/2009,Production,-3,2,-1,2
1/1/2009,Production,3,3,1,1
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",-2,-3,-2,0
1/1/2009,Production,-2,0,-1,-5
1/1/2009,Business and financial services,-4,0,1,2
1/1/2009,Business and financial services,0,0,5,0
1/1/2009,Business and financial services,0,1,-2,3
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",1,2,3,-1
1/1/2009,Production,-4,2,0,1
1/1/2009,Production,-4,-3,-3,-3
1/1/2009,Business and financial services,-1,0,2,-1
1/1/2009,Business and financial services,0,1,-2,2
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",0,-4,-4,0
1/1/2009,Business and financial services,-2,1,1,0
1/1/2009,Production,-3,-4,-3,1
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",3,0,1,-3
1/1/2009,Production,-2,1,2,3
1/1/2009,Production,1,3,1,-5
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",3,3,2,3
1/1/2009,Business and financial services,-1,0,1,2
1/1/2009,Business and financial services,2,3,-2,1
1/1/2009,Business and financial services,2,2,2,2
1/1/2009,Production,1,0,0,1
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",-4,3,-4,5
1/1/2009,Production,-2,0,-3,-2
1/1/2009,Production,1,2,0,2
1/1/2009,Production,4,3,3,3
1/1/2009,Business and financial services,-2,-1,-2,1
1/1/2009,Production,3,-2,-5,-2
1/1/2009,Production,0,0,-1,-2
1/1/2009,Production,-5,-4,-2,2
1/1/2009,"Transport, storage and communications",3,-3,3,0
1/1/2009,Production,2,-1,1,2
1/1/2009,"Transport, storage and communications",-2,-1,0,3
1/1/2009,Business and financial services,-3,1,-2,1
1/1/2009,Production,5,0,-2,-3
1/1/2009,Business and financial services,3,3,3,1
1/1/2009,Business and financial services,-5,0,-5,1
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",0,3,-3,4
1/1/2009,Business and financial services,2,4,3,4
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",3,-1,2,4
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",2,2,1,3
1/1/2009,Production,2,2,0,0
1/1/2009,Business and financial services,-4,4,-2,3
1/1/2009,Production,-2,-2,2,2
1/1/2009,"Transport, storage and communications",0,0,0,-2
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",-1,2,-2,1
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",-1,5,-2,1
1/1/2009,Production,-5,5,1,5
1/1/2009,Business and financial services,2,2,0,0
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",-4,-5,-5,0
1/1/2009,Business and financial services,-2,-5,-3,2
1/1/2009,Production,2,2,-1,-1
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",0,3,0,2
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",4,-5,3,0
1/1/2009,Production,2,-1,3,2
1/1/2009,Business and financial services,2,1,1,0
1/1/2009,Production,1,-3,-3,-1
1/1/2009,Production,3,1,1,2
1/1/2009,Production,-1,0,1,-1
1/1/2009,"Transport, storage and communications",-2,1,-3,1
1/1/2009,Production,3,4,-4,-3
1/1/2009,Production,1,1,-1,-1
1/1/2009,"Transport, storage and communications",-4,2,-1,2
1/1/2009,Production,3,3,2,2
1/1/2009,"Transport, storage and communications",-4,-4,-1,-1
1/1/2009,Production,-2,-1,-2,-3
1/1/2009,"Transport, storage and communications",3,3,2,2
1/1/2009,Production,3,0,2,3
1/1/2009,Production,0,-4,-4,2
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",-3,2,-2,-5
1/1/2009,Business and financial services,1,0,3,2
1/1/2009,Production,-4,4,-3,-1
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",-3,-3,-4,-3
1/1/2009,Production,1,2,-2,0
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",-2,-2,-3,2
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",-3,-4,-3,0
1/1/2009,Business and financial services,3,1,2,2
1/1/2009,Production,2,2,-2,1
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",4,4,4,-1
1/1/2009,Production,1,3,1,0
1/1/2009,Business and financial services,2,2,-2,5
1/1/2009,Production,-4,-5,-3,-4
1/1/2009,Production,3,4,-3,4
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",-5,4,1,2
1/1/2009,Production,2,3,1,1
1/1/2009,Business and financial services,1,3,-4,0
1/1/2009,"Transport, storage and communications",-5,0,0,-2
1/1/2009,Production,2,-3,2,4
1/1/2009,Production,4,-2,4,4
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",0,0,-2,2
1/1/2009,Business and financial services,-1,3,-3,3
1/1/2009,Production,-3,-3,-4,-2
1/1/2009,Production,4,4,1,1
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",2,4,2,4
1/1/2009,Business and financial services,2,-3,1,-2
1/1/2009,"Transport, storage and communications",-1,3,-2,0
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",1,-5,2,4
1/1/2009,Business and financial services,3,0,2,1
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",5,-2,-2,3
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",1,-3,0,-3
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",-2,0,1,1
1/1/2009,Business and financial services,-2,-5,-4,-2
1/1/2009,Production,3,3,0,3
1/1/2009,Production,-2,-2,-4,-4
1/1/2009,"Transport, storage and communications",3,0,0,0
1/1/2009,Production,3,-2,0,-4
1/1/2009,Business and financial services,-3,1,-2,1
1/1/2009,"Transport, storage and communications",3,4,-2,3
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",-4,1,2,4
1/1/2009,"Transport, storage and communications",-3,2,1,0
1/1/2009,"Transport, storage and communications",3,4,2,3
1/1/2009,Production,-3,2,-2,2
1/1/2009,Business and financial services,-2,-2,-2,1
1/1/2009,"Transport, storage and communications",3,2,0,3
1/1/2009,Business and financial services,4,0,2,0
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",-3,1,-4,1
1/1/2009,Production,3,4,3,3
1/1/2009,Production,-5,0,-3,2
1/1/2009,Production,3,4,2,3
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",0,-5,2,-1
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",2,1,1,1
1/1/2009,"Transport, storage and communications",1,-5,-2,-1
1/1/2009,Production,0,0,-3,-1
1/1/2009,Production,-1,2,2,0
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",0,0,0,0
1/1/2009,Production,1,2,0,-1
1/1/2009,Production,0,-1,0,-2
1/1/2009,Production,0,5,-3,-1
1/1/2009,Production,-1,-1,-3,-3
1/1/2009,Production,-2,3,1,3
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",-1,1,-2,0
1/1/2009,Production,-5,1,0,2
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",0,-1,2,0
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",0,1,1,1
1/1/2009,Production,3,3,-2,-2
1/1/2009,"Transport, storage and communications",2,2,-3,-1
1/1/2009,Production,-3,3,-1,1
1/1/2009,Production,4,4,2,2
1/1/2009,"Transport, storage and communications",-2,0,-4,2
1/1/2009,Production,-5,-5,-1,-1
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",-4,0,-2,0
1/1/2009,Business and financial services,3,3,1,0
1/1/2009,Production,3,3,2,2
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",3,0,0,2
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",-2,0,-1,0
1/1/2009,Production,-3,1,0,1
1/1/2009,Production,1,1,1,1
1/1/2009,Production,2,2,-2,3
1/1/2009,Business and financial services,3,-5,3,2
1/1/2009,Production,1,-1,1,2
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",3,3,-4,-3
1/1/2009,"Transport, storage and communications",1,-5,1,0
1/1/2009,Production,-1,-3,-3,-3
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",-3,2,-3,2
1/1/2009,Production,-5,1,0,1
1/1/2009,Production,3,4,4,-2
1/1/2009,"Transport, storage and communications",3,-2,-1,1
1/1/2009,Production,-5,1,-4,1
1/1/2009,Production,-4,1,-2,0
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",-1,-5,0,2
1/1/2009,Production,2,2,4,4
1/1/2009,Business and financial services,3,-3,2,0
1/1/2009,Business and financial services,-2,-5,-2,0
1/1/2009,Production,-2,2,-4,-2
1/1/2009,Production,0,0,1,1
1/1/2009,Business and financial services,-5,0,-4,0
1/1/2009,Business and financial services,2,1,1,1
1/1/2009,"Transport, storage and communications",-3,3,1,-2
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",1,0,-2,0
1/1/2009,"Distribution, hotels, catering, arts, entertainment, recreation and other services",-3,1,-4,3
1/1/2009,Production,2,-5,2,-1
1/1/2009,Production,1,3,1,-3
